"name","role","commentFull"
"FEINSTEIN","speaker","140 letters from friends and neighbors of the witness and a thousand female physicians across the country. That’s what the letters are. I want to thank you very much for your testimony. I know how very, very hard it is. Why — why have you held it to yourself all these years? As you look back, can you indicate what the reasons are?"
"FORD","witness","Well, I haven’t held it all these years. I did disclose it in the — in the confines of therapy, where I felt like it was an appropriate place to cope with the sequelae of the event."
"FEINSTEIN","speaker","Well, can you tell us what impact the events had on you?"
"FORD","witness","Well, I think that the sequelae of sexual assault varies by person, so for me personally, anxiety, phobia and PTSD-like symptoms are the types of things that I’ve been coping with. So, more specifically, claustrophobia, panic and that type of thing."
"FEINSTEIN","speaker","Is that the reason for the second door — front door…"
"FEINSTEIN","speaker","… is claustrophobia?"
"FORD","witness","Correct. It doesn’t — our house does not look aesthetically pleasing from the curb."
"FEINSTEIN","speaker","I see. And do you have that second front door?"
"FEINSTEIN","speaker","It’s…"
"FORD","witness","It — it now is a place to host Google interns. Because we live near Google, so we get to have — other students can live there."
"FEINSTEIN","speaker","Can you tell us, is there any other way this has affected your life?"
"FORD","witness","The primary impact was in the initial four years after the event. I struggled academically. I struggled very much in Chapel Hill and in college. When I was 17 and went off to college, I had a very hard time, more so than others, forming new friendships and especially friendships with boys, and I had academic problems."
"FEINSTEIN","speaker","What were the — when — when we spoke and it became very clear how deeply you felt about this and the need that you wanted to remain confidential, can you talk a little bit about that?"
"FORD","witness","Yes. So, I was watching carefully throughout the summer — well, my original intent, I just want to remind was to communicate with everyone when there was still a list of candidates who all seemed to be, just from my perspective, from what I could read, equally qualified. And I was in a hurry to try to get the information forward but didn’t quite know how to do that. However, once he was selected and it seemed like he was popular and it was a sure vote, I was calculating daily the risk/benefit for me of coming forward, and wondering whether I would just be jumping in front of a train that was headed to where it was headed anyway and that I would just be personally annihilated."
